,id,name,supertype,subtypes,hp,types,evolvesTo,attacks,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesFrom,weaknesses,resistances,flavorText,level,abilities,rules
58,xyp-XY05,Xerneas,Pokémon,['Basic'],130,['Fairy'],,"[{'name': 'Geomancy', 'cost': ['Fairy'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Choose 2 of your Benched Pokémon. For each of those Pokémon, search your deck for a Fairy Energy card and attach it to that Pokémon. Shuffle your deck afterward.'}, {'name': 'Rainbow Spear', 'cost': ['Fairy', 'Fairy', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100', 'text': 'Discard an Energy attached to this Pokémon.'}]","['Colorless', 'Colorless']",2.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY05,5ban Graphics,Promo,[716],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY05.png', 'large': 'https://images.pokemontcg.io/xyp/XY05_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY05', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.5, 'mid': 4.06, 'high': 8.99, 'market': 6.87, 'directLow': None}}}",,"[{'type': 'Metal', 'value': '×2'}]","[{'type': 'Darkness', 'value': '-20'}]",Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,,,
59,smp-SM06,Rockruff,Pokémon,['Basic'],60,['Fighting'],['Lycanroc'],"[{'name': 'Tackle', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Rock Throw', 'cost': ['Fighting', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'smp', 'name': 'SM Black Star Promos', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SM', 'releaseDate': '2017/02/03', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/smp/symbol.png', 'logo': 'https://images.pokemontcg.io/smp/logo.png'}}",SM06,match,Promo,[744],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/smp/SM06.png', 'large': 'https://images.pokemontcg.io/smp/SM06_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/smp-SM06', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.06, 'mid': 0.86, 'high': 2.99, 'market': 0.63, 'directLow': 0.68}}}",,"[{'type': 'Grass', 'value': '×2'}]",,"It's considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",,,
60,basep-10,Meowth,Pokémon,['Basic'],50,['Colorless'],['Persian'],"[{'name': 'Cat Punch', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Flip a coin. If heads, this attack does 20 damage. If tails and if your opponent has any Benched Pokémon, he or she chooses 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",['Colorless'],1.0,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",10,Kagemaru Himeno,Promo,[52],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/10.png', 'large': 'https://images.pokemontcg.io/basep/10_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-10', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 6.25, 'mid': 14.99, 'high': 30.0, 'market': 15.79, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-30'}]",Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.,13,,
61,np-3,Treecko,Pokémon,['Basic'],40,['Grass'],['Grovyle'],"[{'name': 'Tail Slap', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Razor Leaf', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'np', 'name': 'Nintendo Black Star Promos', 'series': 'NP', 'printedTotal': 40, 'total': 40, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-NP', 'releaseDate': '2003/10/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/np/symbol.png', 'logo': 'https://images.pokemontcg.io/np/logo.png'}}",3,Atsuko Nishida,Promo,[252],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/np/3.png', 'large': 'https://images.pokemontcg.io/np/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/np-3', 'updatedAt': '2021/05/13', 'prices': {'reverseHolofoil': {'low': 14.98, 'mid': 19.66, 'high': 30.0, 'market': 22.33, 'directLow': None}}}",,"[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-30'}]",,,,
62,bwp-BW06,Snivy,Pokémon,['Basic'],60,['Grass'],['Servine'],"[{'name': 'Paralyzing Gaze', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Tail Smack', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW06,Shizurow,Promo,[495],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW06.png', 'large': 'https://images.pokemontcg.io/bwp/BW06_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bwp-BW06', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.4, 'mid': 0.73, 'high': 1.34, 'market': 0.69, 'directLow': None}}}",,"[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",,,
63,mcd16-4,Magikarp,Pokémon,['Basic'],30,['Water'],['Gyarados'],"[{'name': 'Epic Splash', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'Flip 2 coins. If either of them is tails, this attack does nothing.'}]",['Colorless'],1.0,"{'id': 'mcd16', 'name': ""McDonald's Collection 2016"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2016/08/19', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd16/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd16/logo.png'}}",4,Akira Komayama,Promo,[129],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd16/4.png', 'large': 'https://images.pokemontcg.io/mcd16/4_hires.png'}",,,"[{'type': 'Lightning', 'value': '×2'}]",,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",,,
64,dpp-DP13,Buizel,Pokémon,['Basic'],60,['Water'],['Floatzel'],"[{'name': 'Splash About', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10+', 'text': 'If Buizel has less Energy attached to it than the Defending Pokémon, this attack does 10 damage plus 10 more damage.'}]",['Colorless'],1.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP13,Mitsuhiro Arita,Promo,[418],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP13.png', 'large': 'https://images.pokemontcg.io/dpp/DP13_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP13', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.88, 'mid': 3.79, 'high': 7.0, 'market': 2.31, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '+10'}]",,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.,,,
65,hsp-HGSS05,Hoothoot,Pokémon,['Basic'],50,['Colorless'],['Noctowl'],"[{'name': 'Peck', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]",['Colorless'],1.0,"{'id': 'hsp', 'name': 'HGSS Black Star Promos', 'series': 'HeartGold & SoulSilver', 'printedTotal': 25, 'total': 25, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-HS', 'releaseDate': '2010/02/10', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/hsp/symbol.png', 'logo': 'https://images.pokemontcg.io/hsp/logo.png'}}",HGSS05,Masakazu Fukuda,Promo,[163],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hsp/HGSS05.png', 'large': 'https://images.pokemontcg.io/hsp/HGSS05_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hsp-HGSS05', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 2.39, 'mid': 6.53, 'high': 8.25, 'market': 2.68, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]","It has a perfect sense of time. Whatever happens, it keeps rhythm by precisely tilting its head in time.",,"[{'name': 'Insomnia', 'text': ""Hoothoot can't be Asleep."", 'type': 'Poké-Body'}]",
66,bwp-BW07,Tepig,Pokémon,['Basic'],60,['Fire'],['Pignite'],"[{'name': 'Singe', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Burned.'}, {'name': 'Firebreathing', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'Flip a coin. If heads, this attack does 20 more damage.'}]",['Colorless'],1.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW07,Shin Nagasawa,Promo,[498],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW07.png', 'large': 'https://images.pokemontcg.io/bwp/BW07_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bwp-BW07', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.35, 'mid': 0.73, 'high': 1.99, 'market': 0.62, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]",,It can deftly dodge its foe's attacks while shooting fireballs from its nose. It roasts berries before it eats them.,,,
67,np-4,Grovyle,Pokémon,['Stage 1'],70,['Grass'],['Sceptile'],"[{'name': 'Poison Breath', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': 'The Defending Pokémon is now Poisoned.'}, {'name': 'Swift', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': ""This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.""}]",['Colorless'],1.0,"{'id': 'np', 'name': 'Nintendo Black Star Promos', 'series': 'NP', 'printedTotal': 40, 'total': 40, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-NP', 'releaseDate': '2003/10/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/np/symbol.png', 'logo': 'https://images.pokemontcg.io/np/logo.png'}}",4,Midori Harada,Promo,[253],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/np/4.png', 'large': 'https://images.pokemontcg.io/np/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/np-4', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 39.98, 'mid': 62.5, 'high': 175.0, 'market': 29.99, 'directLow': None}}}",Treecko,"[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-30'}]",,,,
68,swshp-SWSH004,Meowth V,Pokémon,"['Basic', 'V']",180,['Colorless'],['Persian'],"[{'name': 'Pay Day', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'Draw a card.'}, {'name': 'Slashing Claw', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '130', 'text': ''}]","['Colorless', 'Colorless']",2.0,"{'id': 'swshp', 'name': 'SWSH Black Star Promos', 'series': 'Sword & Shield', 'printedTotal': 103, 'total': 103, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SW', 'releaseDate': '2019/11/15', 'updatedAt': '2021/03/15 10:46:00', 'images': {'symbol': 'https://images.pokemontcg.io/swshp/symbol.png', 'logo': 'https://images.pokemontcg.io/swshp/logo.png'}}",SWSH004,aky CG Works,Promo,[52],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH004.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH004_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swshp-SWSH004', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.96, 'mid': 1.71, 'high': 9.95, 'market': 1.23, 'directLow': 1.47}}}",,"[{'type': 'Fighting', 'value': '×2'}]",,,,,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']"
69,dpp-DP14,Chatot,Pokémon,['Basic'],60,['Colorless'],,"[{'name': 'Me First', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Draw a card.'}, {'name': 'Tone-Deaf', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Confused.'}]",['Colorless'],1.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP14,Masakazu Fukuda,Promo,[441],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP14.png', 'large': 'https://images.pokemontcg.io/dpp/DP14_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP14', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 5.7, 'mid': 7.28, 'high': 8.38, 'market': 7.28, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '+10'}]","[{'type': 'Fighting', 'value': '-20'}]","It can learn and speak human words. If they gather, they all learn the same saying.",,,
70,basep-11,Eevee,Pokémon,['Basic'],30,['Colorless'],"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']","[{'name': 'Bite', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}]",,,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",11,Kagemaru Himeno,Promo,[133],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/11.png', 'large': 'https://images.pokemontcg.io/basep/11_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-11', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 11.0, 'mid': 24.0, 'high': 249.99, 'market': 26.22, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-30'}]",Its genetic code is irregular. It may mutate if it is exposed to radiation from elemental stones.,7,"[{'name': 'Chain Reaction', 'text': ""This power can only be used when a Pokémon evolves. Search your deck for a card that evolves from Eevee and attach it to Eevee. This counts as evolving Eevee. Shuffle your deck afterward. This power can't be used if Eevee is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]",
71,smp-SM07,Pikipek,Pokémon,['Basic'],60,['Colorless'],['Trumbeak'],"[{'name': 'Nosedive', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '40', 'text': 'This Pokémon does 20 damage to itself.'}]",['Colorless'],1.0,"{'id': 'smp', 'name': 'SM Black Star Promos', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SM', 'releaseDate': '2017/02/03', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/smp/symbol.png', 'logo': 'https://images.pokemontcg.io/smp/logo.png'}}",SM07,match,Promo,[731],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/smp/SM07.png', 'large': 'https://images.pokemontcg.io/smp/SM07_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/smp-SM07', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.23, 'mid': 0.5, 'high': 1.79, 'market': 0.46, 'directLow': 0.58}}}",,"[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",It can peck at a rate of 16 times a second to drill holes in trees. It uses holes for food storage and for nesting.,,,
72,dpp-DP15,Shinx,Pokémon,['Basic'],60,['Lightning'],['Luxio'],"[{'name': 'Spark', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ""Does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",['Colorless'],1.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP15,Kagemaru Himeno,Promo,[403],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP15.png', 'large': 'https://images.pokemontcg.io/dpp/DP15_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP15', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 7.0, 'mid': 7.7, 'high': 10.19, 'market': 9.37, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '+10'}]","[{'type': 'Metal', 'value': '-20'}]",All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,,,
73,xyp-XY06,Yveltal,Pokémon,['Basic'],130,['Darkness'],,"[{'name': 'Oblivion Wing', 'cost': ['Darkness'], 'convertedEnergyCost': 1, 'damage': '30', 'text': 'Attach a Darkness Energy card from your discard pile to 1 of your Benched Pokémon.'}, {'name': 'Darkness Blade', 'cost': ['Darkness', 'Darkness', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100', 'text': ""Flip a coin. If tails, this Pokémon can't attack during your next turn.""}]","['Colorless', 'Colorless']",2.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY06,5ban Graphics,Promo,[717],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY06.png', 'large': 'https://images.pokemontcg.io/xyp/XY06_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY06', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.75, 'mid': 3.08, 'high': 12.95, 'market': 3.1, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]","When this legendary Pokémon's wings and tail feathers spread wide and glow red, it absorbs the life force of all living creatures.",,,
